address,lat,long
"24 Talbot Court, Castleknock, Dublin 15",53.38330210000001,-6.3656026394688405
"25 Boroimbe Aspen, Swords, Co. Dublin",,
"250 roseberry hill, sexes hill, rickardstown newbridge",,
"27 Northumberland Place, Ballsbridge, Dublin 4",,
"27 Tynan Hall Park, Balllymount Road, Dublin 24",,
"28 emerald square, dublin 8",53.3355161,-6.2904119000000005
"28 hampton woods, balbriggan",,
"29  Andy Doyle Close, Enniscorthy",,
"3 Balbriggan Road, Skerries",53.585586,-6.143857700000001
"3 BROOKHAVEN GROVE, BLANCHARDSTOWN",53.39808570000001,-6.3858242999999995
"3 Dollymount Rise, Clontarf, Dublin 3",53.36457539999999,-6.1804862
"3 Woodlawn Green, Santry, Dublin 9",,
"30  Oaklawn, Santry, Dublin",,
"30 Castlelea View, Portarlington",,
"30 Ravenswood View, Castaheany",,
"31 Convent Road, Dalkey",53.2789179,-6.1023265
"31 Holywell Crescent, Holywell, Sea Road  Kilcoole",,
"31 Pallas Derg, Newtown, Nenagh",,
"35 Castle Riada Grove, Lucan",53.347191099999996,-6.4279511
"35 Charnwood Park, Clonsilla, Dublin 15",,
"37 Heywood Court, Santry",53.4016684,-6.2555629999999995
"37, Ceol na Mara, Kill",52.17592875,-7.33377822311125
"39 Davitt Road South, Wexford",52.33762915,-6.468577490356281
"4 Ardenza Terrace, Monkstown",,
"4 CHESTNUT GROVE, TULLINDALY ROAD, TUAM",,
"4 johnsbridge avenue, lucan",,
"4 THE COMPASS, GERADLINE PLACE, KILKEE",,
"4 The Palms, Roebuck Road, Clonskeagh",53.2992534,-6.224669071547231
"41 Choill Darach, Bree, Castleblayney",,
"42a Westbourne Green, Clondalkin, Dublin 22",53.3219246,-6.4180508000000005
"43 Harbour Walk, Tullamore",53.2828794,-7.4832301999999995
"43 Hemmingway Park, Moat Commons, Clane",,
"43 Kilfenora Road, Kimmage, Dublin 12",53.31842825,-6.29728150330986
"44 Millrace, Duleek",,
"44 The Gallops, Kinnegad Road, Trim",,
"52 Shanglas Road, Brookville estate, Santry",,
"57 Galtymore drive, Drimnagh",,
"6 Gracepark Terrace, Drumcondra, Drumcondra",53.37282270000001,-6.243159599999999
"6 Riverchapel Way, Riverchapel Wood, Courtown",,
"61 Rocklands, Carrigtwohill",51.9135429,-8.2521962
"64, Glengarriff Parade, North Circular Road",,
"67 Woodlawn Park Grove, Firhouse, Dublin 24",53.2806874,-6.33389369313175
"71  Shrewsbury Square, Sandymount Avenue",,
"72 Ard na Sidhe, Mounthawk, Tralee",,
"75 balruddery woods, balrothery",,
"79 Cromwells Fort Avenue, Mulgannon",,
"8 Rockville Drive, Glenamuck Road, Carrickmines",,
"85 BOROIMHE ALDER, SWORDS",53.4439941,-6.236229799999999
"9 FRIARSPARK, TRIM",53.58278575,-6.80291730786692
"Apartment 40, Gandon Hall, Lower Gardiner Street",,
"ardfry, renville, galway",,
"ardfry, renville, galway",,
"ARDLAMEN HOUSE, RATHKEALE, CO. LIMERICK",,
"BALLINDERRY, MULLINGAR, CO WESTMEATH",53.51489125,-7.334550435082161
"Ballingarry, Roscrea",,
"Ballyhyland, Caim, Enniscorthy",,
"Ballykea, Loughshinny, Skerries",,
"Banna West, Ardfert, Tralee",52.35354885,-9.81635272583607
"Beaghmore, Carrigallen",,
"Blenheim, Laytown",53.681943999999994,-6.239167
"Blenheim, Laytown",53.681943999999994,-6.239167
"Blenheim, Laytown",53.681943999999994,-6.239167
"Collarus, Killarney",,
"Convent Road, Roscommon",53.62676999999999,-8.1950433
"Counlough, Cahermore, Beara",,
"DERRY NA CONG, BALLYHAUNIS",,
"Grange Court, Rosslare Strand, Wexford",,
"Hillcreest, Drumcliffe, Ennis",,
"Maple Grove, Churchtown, Athy",,
"Newhaggard, Trim",53.547546700000005,-6.8336973610195395
"No 16, Ascaill Rois, Carraickmacross",,
"No 8 The Achorage, Rathnmullen Road, Drogheda",,
"No. 1  Johnstown, Kilmichael, Macroom",,
"Park Lodge, 1 Castlebarp Road, Sandycove",,
"petitswood close, mullingar",53.5229904,-7.3091365
"sheegys, ballyshannon",54.51113295,-8.21930624818991
"12 Carrikhill Close, Portmarnock",,
"32 Cairnsfort, Golf Links Road, Castletroy",,
"1 beechville, the lough, cork",,
"1 North Quay, Newcastle West, Co Limerick",52.44981429999999,-9.0589879
"108 Dun na Carraige, Blackrock, Salthill",,
"108 Oak Road, Woodlands, Portlaw",52.292255499999996,-7.3161187000000005
"14 Ard na Greine Manor, Buncrana",,
"15 Castleland, Park View, Dublin",,
"161 Ballyboden Road, Rathfarnham, Dublin 16",53.28663879999999,-6.292823599999999
"166, St Attracta Road, Cabra",53.36701600000001,-6.2849723
"17 The Avenue, Louisa Valley, Leixlip",53.37061575,-6.500643941358299
"18 Auburn Avenue, New Ross",,
"21 Willsbrook Crescent, Lucan, Co. Dublin",53.3553223,-6.423206200000001
"22  Maple Lane, Castlelake, Carrigtwohill",,
"229 Coille Bheithe, St Conlons road, Nenagh",,
"5 The Drive, Hunters Run, Clonee",53.402923,-6.42311741649324
"50 Ash Meadows, Drumboe Lower, Stranorlar",,
"53 Shannanvale, Old Cratloe Road, Limerick",,
"54 Sans Souci Wood, Vevay Road, Bray",,
"55 Cork Abbey, Dublin Road, Bray",,
"6 Cedar Road, Fota Rock, Carrigtwohill",,
"6 SEABROOK, DROMISKIN, DUNDALK",53.9255541,-6.400289599999999
"62 Sunnyhill, Castlemartin Lodge, Kilcullen",,
"622 St. Patrick's Park, Celbridge",53.340178200000004,-6.545259782373461
"66 Bun an Cnoic, Letteragh, Galway",,
"68 Rosewood, Johnswell Road, Kilkenny",,
"7 Millbourne Hall, Millbourne, Ashbourne",,
"7 Wyvern, Bray",,
"72 Tritonville Road, Sandymount",53.3340716,-6.221785400000001
"75 kenure park, rush, dublin",53.52866855,-6.09676319367134
"87 The Heath, Ramsgate Village, Gorey",,
"9 Cherrywood  Heights, Bailick Road, Midleton  Co.Cork",,
"9 Magadala Terrace, Gardiners Hill, Cork",,
"9 Old Racecourse, Knock Road, Ballyhaunis",,
"Ailesbury House, North Beach, Rush",,
"Apartment 13, Crannagh Castle, Rathfarnham",,
"Apartment 717, Ryder Cupe Village, The K Club  Straffan  Co. Kildare.",,
"Apartment 8, Strand Road, Rosslare",,
"Ballingown, Villierstown, Cappoquin",,
"bayview cottages, ballystraw duncannon, new ross",,
"Carramore, Killasser, Swinford",,
"Clodagh, Crookstown",51.843680799999994,-8.842850932495821
"Coolnahorna, Carrick-on-Suir",,
"Corisalee, Cavan",,
"Corlisalee, Cavan",53.957934400000006,-7.346303999999999
"Cottage 3, Criscean, Carron",,
"Feorus West, Kenmare",51.8336281,-9.65879631139715
"Filane, Castletownbere",,
"Glen Erin, Shanaghy, Ballina",,
"Glen, Ballyneety",,
"Mount Catherine, Clonlara",,
"Newtown, Ferns",52.59945085,-6.51307102149977
"Rathanna House, Rathmuc",,
"Robertstown  Kilbeg, Carlanstown, Kells",,
"Scart na Gloran, Kilcoran, Cahir",,
"Tuck Mill, Kilbelogue, Rossmore  Clonakilty",,
"Upper Market Street, Killala",,
"Vilianstown, Gaybrook, Mullingar",,
"Vilianstown, Gaybrook, Mullingar",,
"25 Pairc na hAbhainn, Gortnahown, Athenry",,
"34 woodbine road, raheny",,
"1 Baile an Toreen, Killorglin",,
"1 Coolkellure Avenue, Lehanaghmore, Cork",,
"1 Woodview, Churchtown, Mallow",52.2732729,-8.7336758
"10  Croi Na Carraige, Keshcarrigan",,
"140 Glenmore Woods, Mullingar",,
"15 Marwood Green, Riverstown, Glanmire",51.9269323,-8.3808325
"157 botanic road, glasnevin, dublin 9",53.3716843846154,-6.26915663076923
"16  Park Court, Grange Rath, Drogheda",,
"2 mount arron wood, ardattin road, tullow",,
"20 GREENVIEW LAWN, GLENCAIRIN, DOORADOYLE",,
"21 The Moorings, Ballymahon road, Athlone",,
"22 Idrone Drive, Knocklyon",53.286060600000006,-6.318387
"22 Offington Park, Sutton",,
"24  The Glebe, Monagea, Newcastlewest",,
"28 The Oaks, Maryborough Ridge, Douglas",51.8623559399839,-8.41347879741439
"3  The Elms, Castlejane Woods, Glanmire",,
"3 Foxwood, Gleneely",,
"30 patrick street, mountmellick",52.80643979999999,-7.495435799999999
"32 Woodlands, Dunleer",,
"33 A Clover Hill, Kilbride Lane, Bray",53.19071915,-6.129855920046659
"37 THE FAIRWAYS, POLLERTON, CARLOW",52.84749420000001,-6.89602550687049
"412 south block, longboat quay, grand canal",,
"44 Templeogue Lodge, Templeogue",53.29758485,-6.31691794812999
"45 Harolds Cross Cottages, Harolds Cross",53.328560700000004,-6.2745955
"5 Troopersfield, Blessington",,
"50 Old Connell Weir, Newbridge",53.1953865,-6.7847756
"50 The Hawthorns, Limerick Road, Ennis",,
"57 Towerview, Mullingar",,
"6 Alder Lodge, Farmleigh Woods, Castleknock",,
"6 Ormonde Court, Ormonde Road, Kilkenny",,
"63 Hillcrest Drive, Lucan",53.35131515,-6.453570349383679
"68 Churchwell Road, Belmayne, Balgriffin",53.40422420000001,-6.1731336
"7 Adelaide Road, Glasthule",53.291353799999996,-6.131410199999991
"76 Kincora Grove, Clontarf, Dublin 3",53.366481900000004,-6.207084500000001
"8 bonaventure, greenmount",51.8919926,-8.4787865
"81 Cashel Avenue, Crumlin, Dublin 12",53.31590715,-6.30362592853984
"94 Fassaugh Road, Cabra, Dublin 7",53.364262075,-6.28412185625
"98 St. Davids, Artane",,
"Ballyagran, Kilmallock",,
"Cappagh North, Portlaoise",53.0616424,-7.351118839404029
"DOON ROAD, BALLYBUNION",52.523610999999995,-9.669444
"Finnagh, Quin",,
"Killestry, Killaloe, Co. Clare",52.7952047,-8.45629792952687
"Kilquane, Headford",,
"Poulroe, Tubber",53.014417599999994,-8.92158870544853
"The Gate Lodge, Ballyegan, Birr",53.053430000000006,-7.9169207921095195
"10 Applewood, Maryborough Ridge, Douglas",51.8613284,-8.4127296
"10 Clonard Park, Wexford",52.33161810000001,-6.48167175935012
"116 Gracepark Meadows, Drumcondra",,
"12 Dargle View, Rathfarnham",53.2841794,-6.2656553
"13  Clover Lawn, Skehard Road, Blackrock",,
"13 Amberley Drive, Grange, Douglas",,
"14 Norwood Park, Cobh",51.852794,-8.311722900000001
"159 Balreask Manor, Trim Road, Navan",,
"16 enniskerry rd, phibsborough",,
"20 Talbot Avenue, Malahide, Co. Dublin",53.44797710000001,-6.1818401
"208 Little Pace Paddocks, Balanchardstown, Dublin 15",,
"21 Whitechurch Close, Rathfarnham, Dublin 14",53.2759246,-6.290365
"21A Whyteleaf Grove, The Donaghies, Dublin 13",,
"227 Viewmount Park, Dunmore Road, Waterford City",,
"24 Abhainn Glass, Tinnynar, Edgeworthstown",,
"26 An Goirtin, Carrigtwohill",,
"27 Killeen Road, Ranelagh, Dublin 6",,
"31 Asgard Drive, Grange Manor, Waterford",52.245886,-7.093173299999999
"33 Merrion Court, Montenotte, Cork",51.9068052,-8.4488418
"38 Holywell Crescent, Sea Road, Kilcoole",,
"38, Brooklawn Avenue, Blackrock",53.29174295,-6.16849875
"4 LANESBOROUGH GROVE, CHARLESTOWN",,
"4 Parsons Court, Newcastle",53.2966336,-6.4939902
"40  The Garnish, Lancaster Gate, Lancaster Quay",,
"40 Melville Way, Cityside, Finglas",,
"46 Cypress Gardens, Bay Estate, Dundalk",53.99900890000001,-6.37203596268358
"46 Summerhill, Nenagh",52.8662255,-8.195765
"47, Lower Churchtown Road, Churchtown",,
"5 Wolseley Court, Tullow",52.79527545,-6.7287990182423
"54 Willowdale, Bay Estate, Dundalk",53.9948324,-6.3730180999999995
"8 Kilberry Street, liscorrie, Drogheda",,
"8 Maple Avenue, Beaufort Place, Navan",,
"81 Moreen Avenue, Sandyford, Dublin 18",53.27379435,-6.22558605
"9 Beechdale Green, Coolock",,
"9 ROSELAWN, BALLINCURRA, MIDLETON",,
"Apartment 107, River Gardens, Glasnevin",,
"apt 54, 20 christchurch place",,
"Ardaprior, Buttevent",,
"Ballinageeragh, Dunhill",52.1776886,-7.2768879
"Ballyvonair, Doneraile",,
"Dunaree, Laragh, Castleblayney",,
"Dunwiley, Stranorlar",54.8192466,-7.7638864376387
"Flat No. 3, Building Block B, Bellevue Court  Blackrock",,
"Foxhall, Newport",52.698937199999996,-8.41809622838005
"Glendine, Mount Pleasant Avenue, Friars Walk",,
"Gortard, Clarinbridge",53.2433948,-8.87884222596338
"Kilcahill, Claregalway",,
"Kiltillane, Templemore",52.79440079999999,-7.82636997367013
"Kingsfort Lane, Kells",,
"Kingsfort Lane, Kells",,
"LARGAN, COOLANEY",,
"Lisnahorna, Whites Cross, Cork",,
"LISPOPPLE, COOLE",53.67834545,-7.378823093532031
"Lisruntagh, Cloonamahon",,
"Main Street, Kilgarvan",51.9037232,-9.4398829
"No 8. The Drive, Carden's Court Main Street, Templemore",,
"No. 5 Old Forge road, Kilmoyley, Ardfert",,
"Old Road, Barneygole, Edgeworthstown",53.69685245,-7.60966272254161
"Rafarn, Newtowndaly, Loughrea",,
"Riverbank House, Ballincurrig, Leamlara",,
"Sailean, Adrigole, Beara",,
"Youngstown, Athy",53.041650600000004,-6.90087549728029
"1 Carrowberry, Carrowcanada  Swinford",,
"12 Avoca Drive, Avondale",,
"122 Ashill Manor, Kilmallock",,
"122 Ashill Manor, Kilmallock",,
"122 Ashill Manor, Kilmallock",,
"129 Hazelwood, Gorey",52.6783333,-6.28271285948597
"13 Castlegate Terrace, Adamstown Castle, Lucan",,
"13 PARKLANDS CLOSE, MAYNOOTH",53.37885429999999,-6.5836811
"14 Rowan Hill, Mount Oval Village, Rochestown",,
"148 Clonmacnoise Road, Crumlin",,
"156 Elmmount Avenue, Beaumont, Dublin 9",,
"18 Gort na Bro, Knocknacarra",,
"19 Warrenmount Place, Blackpits",,
"2 Belline Vale, Piltown",,
"23 Rochford Manor, Graiguecullen, Carlow",,
"24 susanville road, drumcondra",53.3628098,-6.2501191
"26 Rathglas, Kilgarve, Ballinasloe",53.32571035,-8.19389200586043
"27 clearwaters, rathmullan",,
"27 CLOONLARA ROAD, FINGLAS",,
"27 Gloonlara Road, Finglas, Dulbin 11",,
"28 Kilbrack Grove, Skehard Road, Blackrock",,
"28 Wheatley Hills, Broomfield, Midleton",,
"3 The Waxworks, Ashtown Square, Ashtown",53.37625179999999,-6.331795
"34 Priory Court, St Raphaels Manor, Celbridge",,
"38 Shanowen Avenue, Santry",53.3899908222222,-6.25751686666667
"39 Drumnigh Wood, Portmarnock",,
"4 Bishops Orchard, Tyrrelstown, Dublin 15",53.4188438,-6.3836212
"43 The Gallops, Kinnegad Road, Trim",,
"46 Glenanail Drive, Riverside, Galway",,
"46 Norfolk road, Phibsborough",,
"46 Whitehall, Tullamore",53.2756836,-7.4801137
"5 Campbells Court, Main Street, Howth",,
"5 Cremore Close, Grange Manor",52.24478,-7.092723299999999
"50 Casement Park, Finglas, Dublin 11",,
"59 Monastery Gate Green, Clondalkin",53.3204673,-6.37630845000001
"59 The Waxworks, Ashtown Square, Ashtown",53.37625179999999,-6.331795
"6 Pinewood Avenue, Archer Street, Kilkenny",,
"6 St.Stephens Terrace, Watergrasshill",,
"69 Alderbrook, Frankfield, Douglas",,
"8  Waterside Walk, Swords Road, Malahide",,
"8 Ballintyre Hall, Ballinteer Avenue, Ballinteer",,
"81 Greenville Place, Greenville Avenue, Clanrassil Street",,
"87 Cashel Road, Crumlin",53.32277375,-6.306613716464129
"99 Devenish Road, Crumlin, Dublin 12",,
"Apt 43 Grand Canal Warf, Ringsend Road, Dublin 4",,
"Apt 48, Heuston South Quarter, Kilmainham",,
"5 rivervalley court, rivervalley, swords",,
"53 Willow Park, New Ross",,
"53 Willow Park, New Ross",,
"62 Torcail, Portmarnock, County Dublin",,
"62 Woodside, Dodder Park, Rathfarnham",,
"66 Woodlands, Cahercalla, Kilrush Road  Ennis",,
"7 Oaklands Tce., Terenure",53.3129642,-6.28015417646356
"745 BREMORE CASTLE, BALBRIGGAN",53.6153945,-6.1969207000000015
"8 Gracefield Court, Artane",,
"Apartment 10, Riverstown House, Spencer Dock",,
"Ballywilliam, Cloyne",,
"Broghill, Charleville",52.35906145,-8.70184919687618
"Callas, Berrings, Co Cork",,
"Clonleigh, Enniscorthy",,
"Cove, Schull",51.5271026,-9.546942800000002
"Crinkill and Toome, Doohamlet",54.1194255,-6.82849111789884
"Feebane, Monaghan",54.2475438,-6.914592296507079
"Garracloon, Craughwell",53.24012745,-8.71525700661525
"Kilnavara, Cavan",53.9793311,-7.3693601
"Knocknagross, Bree, Co. Wexford",52.4336005,-6.60723046872833
"Lisheenaheltia, Glenamaddy",,
"Lisnaclea, Cootehill",54.0413584,-6.97536625497161
"Millview, Camolin, Wexford",,
"Pearse Street, Mullingar",53.5258764,-7.340985499999999
"Site No. 2 (Known as No. 4), Loughcurra, Kinvara",,
"Springfield, Killoran, Ballinasloe",,
"Tullywest, Kildare",,
"1  Estuary Court, Rochestown",,
"1 Beechlawn, Beaufort Place, Navan",,
"10 Clogher Faili, Carrigeendaniel, Caherslee  Tralee",52.27347020000001,-9.7215032
"10 deCourcey Square, Glasnevin",,
"10 Elmfield Lawn, Clarehall  Dublin 13",,
"10 Woodberry Court, Golf Links Road, Roscommon",,
"110 Ballinteer Park, Ballinteer",53.27883290000001,-6.248723
"14 Woodberry Court, Golf Links Road, Roscommon",,
"15 The Crescent  Greenfields, Firies, Killarney",,
"20A The Bawn, Malahide",,
"215 Glenvara Park, Knocklyon",53.28079595,-6.33025109650493
"217  Oakfield Heights, Naas",53.2108324,-6.6502233
"22 St Annes Terrace, Sligo",54.27038465,-8.46791415
"23, OAKLANDS, BALLINCOLLIG",51.88410800000001,-8.5929455
"25 St Joseph's Terrace, Ballymurn, Enniscorthy",52.43944245,-6.47619701368949
"31 Cluain Ard, Ballyvelly, Tralee",52.2674312,-9.7250359
"32 Golden Ridge Lodge, Skerries Road, Rush",,
"34 Seagrave Drive, Meakstown",,
"35 Cluain Ard, Roscrea",52.948835,-7.8042261
"37 Ceannt Fort, Mount Brown",,
"42 Sliabh Alainn, Mitchelstown",,
"465 Pollerton Big, Carlow",52.84635985,-6.89595378493359
"47  Hermitage Drive, Rushbrooke Links, Cobh",,
"54 Larchfield Rise, Yew Wood, Youghal",,
"58 Castleknock Park, Castleknock",53.37220229999999,-6.3594691
"6 Corbally Road, Limerick",52.67539820000001,-8.6153971
"6 The Nurseries, Swords",53.4481163,-6.2373022
"62 The Hawthorns, Carraroe",54.2517091,-8.4675194
"62 The Manor, Clondulane, Fermoy",,
"78 skelligs court, waterville, blanchardstown",53.395311,-6.3721052
"78 Skelligs Court, Waterville, Dublin 15",53.395311,-6.3721052
"8 CLONSHAUGH DRIVE, CLONSHAUGH",,
"9 Taney Manor, Dundrum",53.2916502,-6.2433025847315085
"Apartment 21  Waltrim Grove, Killarney Road, Bray",,
"Apartment 5, 32 Mount Pleasant Square, Ranelagh",,
"Apt 22  Belarmine Hall, Belarmine Avenue, Stepaside",,
"Ardaneer, Foynes, Co. Limerick",52.6024921,-9.08776924376775
"Ballygally, Glann Road, Oughterard",,
"Caherline, Caherconlish",52.56581970000001,-8.463469689318009
"Clonanny, Portarlington",53.14286695,-7.10584105070765
"Duncairn House, Greystones",53.14995735,-6.06700141202332
"Glenmakee, Carndonagh",55.25816460000001,-7.30514581725623
"kilrainey, broadford",,
"Knockananlig, Castleisland",52.233322,-9.45282288491187
"Main Street, Schull",51.5269227,-9.5461363
"Miranda, Rockboro Avenue, Boreenmanna",,
"Muine, Doon, Co. Limerick",,
"No. 28 Kings Park, Muckross Road, Killarney",,
"Post Office, Main Street, Ballydehob",51.5626655,-9.4618417
"Quarry Lodge, Coolishall, Gorey",,
"vernegly, bannow",52.2225066,-6.77108010220698
"1  Charlemont Heights, Coach Hill, Rochestown",,
"1 Mountain View, Point Road, Dundalk",,
"11 O'CONNELL AVENUE, TURNERS CROSS, CORK CITY",,
"11 Old Bundoran Road, Sligo",54.2913685,-8.4667157
"119 Temple Mills, Rathangan",53.2237338,-7.0041774751171895
"12 Castlegrove Mall, Csatlebar, Mayo",,
"16 Beechcroft, Summerhill",,
"164 churchfields, ashbourne",53.5076535,-6.4047757
"18 Carrig Eanna, Spunkane, Waterville",,
"19 brennanstown Avenue, Cabinteely",53.2571551,-6.1506167000000005
"19 Quigley Park, Rathdowney",52.8545504,-7.59280337784919
"193 Holywell, Upper Kilmacud Road",,
"20 Upperglenrichmond, Sallybrook, Glanmire",,
"22 Curzon Street, Portobello",53.33300985,-6.26920542119755
"23 East Courtyard, Tullyvale, Cabinteely",,
"23 Rocky Valley Crescent, Kilmacaonogue, Co. Wicklow",,
"24  Cromwell's Fort Avenue, Wexford",,
"253 Roseberry Hill, Sexes Lane, Newbridge",,
"26 Broadfield Drive, Rathcoole",,
"27 Derrybawn, Aughrim, Co. Wicklow",52.85387579999999,-6.337738
"27 Lakelands Crescent, stillorgan",53.28169595,-6.214882915157349
"29 Dromartin Road, Goatstown",53.29000960000001,-6.2349138
"29 heathfield crescent, cappagh road, finglas",,
"3 Seamount Holiday Village, Gorey",,
"31 Merrion Hall, Mount Merrion Avenue, Blackrock",,
"33 CASTLEFORDE, BALLYCONNELL",,
"33 Cedarwood Road, Glasnevin, Dublin 11",,
"33 High Street, Balbriggan",53.6091122,-6.1817647
"33 LAWRENCE GROVE, CLONTARF, DUBLIN 3",53.3656991,-6.2157049
"349 Gleanntan, Golf Links Road, Castletroy",,
"36Merrion Village, Ballsbridge",,
"38 walnut rise  courtlands, off griffith avenue, dublin",,
"39 Brindley park Green, Ashbourne",,
"4 Caislean Riada Avenue, Lucan",,
"4 Deravarra House, Delvin Road, Mullingar",,
"40 LISHEEN FIELDS, OVENS, CORK",51.8809161,-8.6237523
"43 Henry St, Galway",53.27107420000001,-9.0602998
"50 Hillbrook Wood, Blanchardstown",53.3928334,-6.3993246
"6 carrick creeve, crievesmith, letterkenny",,
"7  Carrigmore Downs, Saggart",,
"7  Hillview, Whiterock South, Wexford",52.31970515,-6.47521682726603
"7 Abbeyvale Way, Swords, County Dublin",53.4601766,-6.2537805
"7 Hawthorn Terrace, Eastwall, Dublin",,
"7 Mount Park, New Street",,
"76 Royston, Kimmage Road West, Dublin 12",,
"80 Fernwood, Glyntown, Glanmire",,
"85 Silverlawns, Navan",,
"9 Colpe Street, Deepforde  Dublin Road, Drogheda",,
"9 Patrick Street, Mountmellick, Co. Laois",52.80643979999999,-7.495435799999999
"9 Woodstown Gardens, Ballycullen Road, Knocklyon",,
"921 st patricks park, celbridge",53.3401782,-6.545259782373461
"94, Loreto Avenue, Rathfarnham",53.2903041,-6.27447
"Apartment 72 Royal Canal Court, Royal Canal Way, Ashtown",,
"Apt 29 Waltrim Grove, Killarney Road, Bray",,
"Apt. 49 Hunters Walk, Hunterswood, Ballycullen Road",,
"Boughlone House Mountrath Rd, Portlaoise  co Laois, Portlaoise",,
"Main Street, Abbeyleix",52.9139201,-7.348796099999999
"Meenagoland, Cloghan",,
"No 42 Royal Canal Court, Ashtown, Dublin 15",53.3760585,-6.326119
"No. 11 St Jude's Terrace, St. Patrick's Road",,
"1 Barnwell Way, Barnwell  Hansfield, Dublin 15",53.3911836,-6.4416845
"1 Kelly's Bay Inlet, Skerries",53.58314055,-6.13239530885668
"1 Raheen Road, Tallaght, Dublin 24",53.2854294,-6.3905388
"1 Swilly View, Rathmullan",,
"10 killians court, mullagh",,
"100  Block B2  Fitzwillam Point, Fitzwilliam Quay, Ringsend  Dublin 4",,
"101 Blackcastle Estate, Navan",,
"106 Redford Park, Greystones",53.15435875,-6.07746087719073
"11 Dalriada Square, Knocklyon",53.272047,-6.3265869998560085
"11 Dunmore Lawns, Kilnamanagh, Dublin 24",,
"12  Croke Place, Mallow",,
"12 Aisling, Shanaway Road, Ennis",,
"128 Kilkieran Road, Cabra, Dublin 7",53.3686465,-6.2956745000000005
"13 ashley crescent, cherrymount, waterford",,
"13 beech park, lucan",53.3563585,-6.4379662501339805
"133 Ashewood Walk, Summerhill Lane, Portlaoise",,
"147 Stepaside Park, Stepaside, Dublin",53.25304795,-6.2087557058623
"16 Mount Symon Close, Clonsilla, Dublin",53.3887781,-6.4223908
"17 Larchfield, Bridgemount, Carrigaline",,
"17 Prospect Heights, Prospect Manor, Rathfarnham",53.2733127,-6.3013602
"17 St Brigids Road, Clondalkin",53.3154028,-6.393455
"17 Talbot Avenue, Athlone, County Westmeath",53.4275189,-7.9529007
"17 Woodview Court, Knocknacarra, Galway",,
"18 Belarmine Hall, Newtownlittle, Stepaside",,
"18 Belville Court, Johnstown Road, Cabinteely",,
"2 Ballyroan Road, Templeogue",,
"2 Coolagarry, Walsh Island, Geashill",,
"2 heathfield close, cappagh road, finglas",,
"20 Cromcastle Drive, Kilmore",53.3936777,-6.2173457
"20 glengarriff road, bantry",51.6967376,-9.4405749
"209 The Apples, Wedgewood, Sandyford",53.2797149,-6.22545365
"20a auburn street, phibsboro",,
"20A, Auburn Street, Phibsborough",53.35619620000001,-6.2717464000000005
"21 ST BRENDANS, COOLOCK",,
"22 Elvana, Stamullen, Co Meath",,
"22 Elvana, Stamullen, Co Meath",,
"23 Morell Green, Naas",53.23846629999999,-6.662332000000001
"23 st columbas hts, swords",53.45813470000001,-6.2269195
"253 Ratoath Road, Cabra",53.3769676,-6.3093022
"26 Rathmount, Seafield Road, Blackrock",,
"27 Cedar Park, Leixlip",53.3672077,-6.5010434838444695
"29 sruth mhuilleann, durrus, bantry",,
"3 Aherlow Close, Glenmore",,
"3 Ashfield Gardens, Clonsilla, Dublin 15",,
"33 Djouce Meadow, Roundwood",,
"35 castle park, adamstown castle, adamstown",,
"35 colpe park, deepforde, dublin rd  droheda",,
"36 Glenageary Court, Glenageary",,
"39  Waterside Lawn, Swords Road, Malahide",,
"4  Grand Canal Court, Tullamore, Co. Offaly",53.27810135,-7.48276082545403
"4  Newhaven Close, Flemington Lane, Balbriggan",,
"4 Drysdale Close, Old Bawn, Tallaght",,
"4 Killelane, Dingle, Co Kerry",52.15928475,-10.274202599173801
"4 Larkfield Grove, Lucan",53.35246479999999,-6.4171377
"4 Sandycove, Phase 2, Ballymoney",,
"40 Jigginstown Park, Naas",53.2167715,-6.677202900000001
"41 Shannon Quay, Rooskey",,
"42 Beach View, Sutton, Dublin 13",53.3858642,-6.142981400000001
"5 Ceol Na Mara, Rosapenna, Downings",,
"5 Davitt court, Mountmellick",53.1112639,-7.319834599999999
"5 French Park, Ennis",52.84213105,-8.97521115
"5 Loretto Park, Friars Walk, cork",,
"61 College Orchard, Newbridge, Co. Kildare",53.1881303,-6.7974228000000005
"62 Wilton Manor, Rathnew, Co Wicklow",52.9873654,-6.0763925
"64 Cairn Woods, Ballyviniter, Mallow",,
"7 SANDYVALE LAWNS, HEADFORD ROAD, GALWAY",,
"7 The Courtyard, Market Square, Bundoran",,
"7 Westfield Drive, Outrath Road, Kilkenny",,
"77 COI S FURAIN, COSMONA, LOUGHREA",,
"8 Bissets Strand, Malahide",53.45317120000001,-6.1603154
"8 Woodview, Balrothery, Balbriggan",,
"87 St. John's Crescent, Clondalkin, Dublin 22",53.31434325,-6.408065799999998
"93 Binn Eadair View, Sutton, Dublin",53.3898665,-6.1223084000000005
"94 Lismore Park, Waterford",52.25039520000001,-7.1422979999999985
"Apt 11 The Court, Dunboyne Castle, Dunboyne",,
"Ballycommon, Nenagh",52.8922585,-8.2449906
"Carrownamaddy, Elphin, Roscommon",,
"Clancara Lodge, Duncormick, County Wexford",,
"Clonfert South, Maynooth",53.36245450000001,-6.67269013141294
"Corcullen, Galway",53.3027955,-9.14551307862292
"Cornwall, Killurin",52.38780845,-6.5750508113574
"Curraigraigue, Ballydavid, Tralee",,
