address,lat,long
"DERRYNAGREW, MONAGHAN",54.26703120000001,-6.96480425357062
"Fahee South, Carran",53.03306120000001,-9.04727357015915
"Glennagloghaun North, Monivea, Athenry",53.3768795,-8.70968237284113
"House No 2, Lismoes, Vermount  Menlough  Ballinasloe",,
"Kildalton  Gortrush, Piltown",,
"Laverna, 2 Clonaslee, Gortlandroe Nenagh",,
"Moylena, Tullamore",53.2811879,-7.5038094
"No 1 Quarry Lodges, Quarry Cross, Gneeveguilla Rathmore",,
"No. 42 The Chestnut, Woodstream, Coolaney",,
"Old Road, Monasterboice",53.73684025,-6.4687356999569
"Old Road, Monasterboice",53.73684025,-6.4687356999569
"St. John's, 4  Cherrywood, Loughlinstown",,
"The Quay, Kinvara",,
"10  Ardfield Green, Grange, Douglas",,
"'Chater Lea', Ballymore, Ratoath",,
"'Seafield', Sandycove, Kinsale",,
"10 The Downs, Ballymote, County Sligo",54.0833256,-8.511650900000001
"10F The Park, Military Road, Rathmines",53.3267485,-6.2655752
"11 FERNDALE, CARRIGALINE",51.82028070000001,-8.3907
"11 The Paddocks Walk, Adamstown, Co. Dublin",,
"120 Crushrod Avenue, Drogheda",,
"14 Killucan Manor Green, Killucan",,
"16 SLIABH BREAGH, ARDEE",,
"17  Avalon, Arklow",52.78686655,-6.16410805504874
"17 Tara Court, Ashbourne",53.5037921,-6.3987416
"17 whitehall, paulstown",,
"18 Fan Aoibhinn, Cahir Road, Clonmel",,
"2 St.Nicholas Place, Dublin",53.3416137,-6.2734068
"23 Thornbrook, Naas",53.21867099999999,-6.6559388
"24 Flemingstown, Churchtown, Dublin 14",,
"3 Oakfield, Clonminch, Tullamore",,
"30 Chapel Grove, Balbriggan, Co Dublin",53.6124828,-6.1934595
"32 Ballyboden Cresent, Rathfarnham, dublin 16",,
"37 Holywell Crescent, Sea Road, Kilcoole",,
"39 The Hermitage, Borris Little, Portlaois",,
"4 CONVENT ROAD, DONERAILE",,
"5 Ard na Ba, Kilmore Quay, County Wexford",52.1788133,-6.585675099999999
"51 Moyard, Shanballa, Lahinch road  Ennis",,
"6 Laurel Park, Ballinlough Road, Cork",,
"7 Garrai Glas, Ballydavid, Athenry",53.30855210000001,-8.7508398
"7 Riverchapel Road, Riverchapel Wood, Courtown",,
"8 Iona Road, Mayfield, Cork",,
"8 KILMASHOGUE GROVE, GREENPARK, WALKINSTOWN",,
"8 The Drive, Boyne Road, Navan",,
"9 Brackenbrainey Wood, Longwood",,
"9 the odl schoolhouse, mount saint annes, milltown",,
"9 whitebeam road, clonskeagh",53.3123571,-6.239934727077558
"APARTMENT 3, SHALIMAR COURT, BALLINCOLLIG",,
"Ardbrackan or Wrightown, Kilmessan",,
"Ballintotty, Nenagh",52.8522583,-8.13419150056421
"Ballypheason, Galway Road, Roscommon",,
"COOLYDOODY, TALLOW, COUNTY WATERFORD",52.1169481,-8.038242727757389
"Dreelingstown, Rathmoyce",,
"ROSSGIER, LIFFORD",,
"SITE 51  THE OAKS, LISCREAGH, MURROE",,
"Tullamore Road, Kilbeggan",53.3590333,-7.503108599999999
"10 Castleknock Brook, Castleknock, Dublin 15",53.37917710000001,-6.36873781725288
"103 Royston, Kimmage",53.315207,-6.31117082199723
"103 The Drive, Broadale, Douglas",51.8646088,-8.406938499999999
"114 Cloch Og, Oranmore",53.2660238,-8.92467635
"12 Newtown Avenue, Newtown Manor, Kill  County Kildare",,
"12 PRIORY HALL, SPAWELL ROAD, WEXFORD",,
"12 The Seasons, Carrigaline",,
"13 Ash Haven, Oranmore",53.2619245,-8.935504373510131
"15  Croydon Green, Marino",53.3667687,-6.2351149
"161 The Boulevard, Mount Eustace, Tyrrellstown",,
"182 Ballinclea Heights, Killiney",53.26792265,-6.120858856348718
"21 Brickfield Gardens, Newry Road, Dundalk",,
"24 Riverwalk, Crossmolina",54.1018775,-9.3189198
"29 Saint Corban's Place, Naas",53.2220104,-6.6569020000000005
"31 LYNN AVENUE, MULLINGAR",53.5199666,-7.3395161999999985
"37 dunehaven, ardmine  courtown, wexford",,
"4  Millview Court, Skerries",53.5757718,-6.1067377999999986
"4 Kenilworth Road, Parish of St. Peter, Barony of Newcastle",,
"4 Orchard Court, Gorey",52.676135,-6.292752
"42 Yewlands, Maryborough Woods, Douglas",,
"45 Drumacon, Cornmaddy, Athlone",,
"46 Ballyvareen, Kildimo",,
"5 Ayrefield Avenue, Ayrefield",,
"5 MOYCLARE AVENUE, BALDOYLE, DUBLIN 13",53.3926835,-6.126488200000002
"279  Captain's Road, Crumlin",53.319157,-6.3090142999999985
"3 cluainin na mbo, enniscrone",,
"3 RYEWATER, DISTILLERY LANE, LEIXLIP",,
"31 dromard road, drimnagh",,
"33 CLUAIN NA RI, CLONDULANE, FERMOY",,
"35 Assumpta Park, Newcastle West",,
"4 Bramble Way, Foxwood",,
"5  Monksfield, Abbeyside, Dungarvan",,
"5 Castlegate House, Castlegate, Adamstown",,
"5 monksfield, abbeyside, dungarvan",,
"58 whitethorn road, clonskeagh",53.31134470000001,-6.23928750263372
"7  Castlegate Drive, Adamstown Castle, Adamstown",,
"7  St. John's Drive, Greenpark, Clondalkin",,
"8 Connaberry, Slavery, Buncrana",,
"85 Johnswood Drive, Ashbourne",53.5136115,-6.4093141
"9 royal canal, bank court",,
"98 Willow Park Avenue, Glasnevin, Dublin 11",,
"99 Mellowes Road, Finglas, Dublin 11",53.3898277,-6.3068943
"Apartment 37 Millrace Court, Phoenix Park Racecourse, Castleknock",,
"Apt 348 Carrington Park, Northwood, Santry",,
"Ardravinna, Schull",,
"Burrow View, Rathaspeck",,
"Carrick, Edenderry",53.37715215,-7.03913442126414
"Clough, Gorey",52.6423975,-6.3434483
"glosna house, ballylehane lower, ballylinan via athy",,
"KILAWILLIN, CASTLELYONS",,
"L'Ancresse, 13 Ardmore, Taylors Hill",,
"Leith West, Listowel Road, Tralee",,
"Lurgan, Brickens, Claremorris",,
"Melrose, 13 Killiney Road, Killiney",,
"N1, The Grove, Rathmines",53.32088510000001,-6.2346647000000015
"No 1  Lavallin Green, Whitechurch",,
"No 5 The Causeway, Compass Quay, Kinsale",51.6995945,-8.5329129
"No.4 Cnoc Bofin, Dromod",,
"Oaklodge, Cashelmore, Enniskeane",,
"POLERONE, MOONCOIN, CO KILKENNY",,
"Slate Row, Hacketstown",,
"Srabra, Lough Allen, Boyle",54.10616645,-8.08896485792462
"1  Monastry Heights, Clondalkin",,
"1 Bellevue Heights, New Ross",52.3879147,-6.9477922
"1 Castlegate View, Adamstown Castle, Adamstown",,
"1 dysert, dripsey",,
"1 Killaloe House, Clare Village, Clare Hall Dublin 17",,
"1 Stone Court, Ennis Rd, Newmarket on Fergus",,
"10 Ailesbury Road, Ballsbridge",,
"10 Herbert Road, Sandymount",53.3334072,-6.223642400000001
"10 Manor Park, Castleknock, Dublin 15",,
"102 Moorehall Rise, Ardee",,
"11 CREMORE AVENUE, GRANGE MANOR",52.2451238,-7.0915122
"12 Cois Abhainn, Leitrim Village",,
"12 Old Court Close, Firhouse, Dublin 24",,
"127 Ashfield East, Old Golf Links Road, Kilkenny",,
"13 Ashley Gardens, Borris Road, Portlaoise",,
"13 Rochelle Court, Rochelle, Old Blackrock Road",,
"144 Blackditch Road, Ballyfermot",53.342833,-6.3674069000000015
"15 Fernwood Park, Springfield, Dublin 24",53.2884213,-6.3852106
"15 Whitebrook Drive, Whitebrook, Pembrokestown",52.3217669,-6.478766200000001
"16 St. Enda's Drive, Rathfarnham, Dublin 16",53.2888223,-6.2845897000000015
"168 Castle Park, Tallaght",53.29127145,-6.3453966257081
"17D  Cherrywood, Loughlinstown",53.24387305,-6.14153972867826
"18 Cul Rua, Queen Street, Portlaw",,
"18 Meadowlands, Coutmacsherry",,
"199 Cooley Road, Drimnagh, Dublin 12",,
"1, The Hermitage, Portloaise",,
"2 Ard Mhuire, Newport",,
"2 Glasnevin Woods, Ballyboggan Road, Dublin 11",,
"2 Keenaghan Close, Kilcar",54.6368134,-8.57785780153947
"20 Carysfort Woods, Blackrock",53.28692629999999,-6.1835144
"21 brookdene, killiney, co dublin",,
"21 Farranferris Crescent, Farranree, Cork",,
"21 Preston Brook, Millbrook, Rathangan",,
"22 Prospect View, Rathfarnham, Dublin 16",53.2744056,-6.302510400000001
"23A Cul na Greine, Old Bawn, Tallaght",,
"27 Mulvey Park, Dundrum",53.3012968,-6.24304627518841
"3 Glenmurray Park, Terenure, Dublin 6 W",,
"30 Pine Avenue, Westminster Park, Foxrock",,
"30 Wadelai Green, Glasnevin, Dublin 9",,
"32 CARSFORT DOWNS, BLACKROCK",,
"35 Ardkill Place, Garrymore, Ballinagh",53.92386260000001,-7.4146087
"38  Barrack Street, Wexford",52.33418355,-6.457894519457589
"38 Glenview Park, Kilpedder",,
"3A Castlegrange, Raheen, Limerick",,
"4 old estuary hill, malahide",,
"40 Talbot Road, Malahide, Co. Dublin",53.4486262,-6.1826727
"42 Marian Park, Blackrock, Cork",,
"42 OLIVER PLUNKETT AVENUE, MONKSTOWN",53.2851108,-6.1545904
"46 Cherry Garth, Rivervalley, Swords",,
"48 Ardleigh Park, Mullingar",53.52235129999999,-7.3675247000000015
"48 Royal Canal Court, Royal Canal Way, Ashtown",,
"49 St. Michael's Road, Longford",53.7260817,-7.805703
"5  Ard na Laoi, Craddockstown, Naas",,
"5 Fainne na Farraige, Ring",,
"5 JOHN STREET, TULLOW, CO CARLOW",52.8034139,-6.7346704
"5 Poppyfield Court, Broomfield, Midleton",,
"5 QUAKER ROAD, SUMMERHILL SOUTH, CORK",,
"50 Ashfield Green, Mulhuddart",,
"53 Willow Green, Athlumney Wood, Navan",,
"54 Glenavon Park, Ballybrack",,
"59 The Grove, Kill St. Lawrence, Airport Road",,
"6 Tymonville Lawn, Tallaght",53.2989544,-6.3504144999999985
"11 Ardfield Crescent, Grange, Douglas",,
"11 Balally Drive, Dundrum",53.284521700000006,-6.23549845
"112cannon street, waterford",,
"17 Swarnward Court, Parnell Road",,
"178 churchfields, ashbourne",53.5076535,-6.4047757
"18 D'Alton Drive, Salthill, Galway",53.2661142,-9.07988395401351
"2  Cois na Dun, Carrownanty, Ballymote",54.09057045,-8.52243815270892
"2 Conland, Conland Lane, Kerrykeel",,
"231 Seapark, Malahide, Dublin",53.44663865,-6.1415733984097
"255 Bru na Gruadan, Castletroy",52.6617686,-8.57523543972042
"26 The Croft, Parc Na Silla  Loughlinstown",,
"3  Fox Haven, Lacken, Gorey",,
"3 Castlegate House, Adamstown, Dublin 15",,
"3 Castlegate House, Castlegate, Adamstown",,
"3 Merrion Park, South Hill Avenue, Blackrock",,
"350 Grahamsland, Castlefin",,
"36 The Meadows, Grange Road, Clonsilla",,
"4 Bramble Court, Tollowhill, Tullow",,
"41 Ardkill Place, Garrymore, Ballinagh",53.92386260000001,-7.4146087
"47 Dalriada, Knocklyon, Dublin 16",53.27170285,-6.3262269500835
"5 offaly Road, cabra east, dublin 7",,
"5 Ross Street, Stoneybatter",,
"7 tournore gardens, abbeyside, dungarvan",,
"8 Preston Heights, Kilmeague, Naas",,
"92 Castleross, Dundalk",,
"APARTMENT 37  BLOCK D, CLARE VILLAGE, CLARE HALL",,
"Apartment 8 The Sycamore, Elmfield  Ballyogan Road, Leopardstown",,
"Bocks Upper, Carrickmacross, Co. Monaghan",54.02930175,-6.78517653819221
"Carraigmourne, Thomastown",,
"Corhollan, Smithboro",,
"Dundalk Road, Ardee",53.956571200000006,-6.564799329838951
"L226 Bru na Sionna, Shannon",52.707643,-8.880853
"Mirah, Turloughmore, Galway",,
"ROSSBRIN, MENLOE GARDENS, BLACKROCK",,
"Shannagh, raphoe, Co Donegal",54.85851725,-7.579366860678428
"The Grove, Kilteevan, Roscommon",53.6322564,-8.093275101150098
"''Villa Bosco'', Newtown, Co Waterfod",,
"111 Coopers Grange, Old Quarter, Ballincollig",,
"112, Greenpark Meadows, Mullingar",,
"119deerpark, friars walk",,
"1218 Corduff, Donadea, Naas",,
"13 Dunvale Crescent, Frankfield, Grange",,
"13 ros mor view, scholarstown road, knocklyon",53.2800645,-6.3164248668211185
"139 Meadowgate, Knockmullen, Gorey",52.66864720000001,-6.2948934
"14 Barretstown Meadows, Newbridge",,
"14 Block D Doolin House, Clare Village, Clare Hall Dublin 17",,
"2 Belarmine Hall, Newtownlittle  Stepaside, Dublin 18",,
"2 RINAWADE PARK, LEIXLIP",53.36296700000001,-6.5124267
"2 The Park, Drummin Village, Nenagh",,
"22  4 Herberton Street, Rialto, Dublin 8",53.33769010000001,-6.2916735
"Stradbally, Kilcolgan",53.238359,-8.86649400921107
"Whitehall, Drombane, Thurles",,
"1 Cois Inbhir, Donabate",,
"10 Ailesbury Lawn, Dundrum, Dublin 16",53.2852813,-6.2480929000000005
"11 Allenwood, Tullyallen, Drogheda",,
"110 ROCKFIELD CLOSE, ARDEE",,
"147B Greenpark Meadows, Mullingar",,
"15 Elm Grove, Rockfield, Kells",,
"15 Rosemount Park, Dundrum, Dublin 14",53.294557,-6.244341272513091
"168 Carrigwood, Firhouse, Dublin 24",53.2790418,-6.33455696285417
"1A Manor Grove, Manor Village, Tralee",,
"2 Arlington Estate, Portarlington",53.1530774,-7.1775093
"2 Kingston Avenue, Victoria Road",,
"21 Foxwood, Swords",53.4530184,-6.2096962
"25 Belton Park Road, Donnycarney",,
"27 CLONLEA, MOUNT OVAL VILLAGE, ROCHESTOWN",,
"3 Newenham Terrace, Infirmary Road, Cork",,
"31 ST BRIGIDS PLACE, PORTLAOISE",53.039952,-7.2934708
"32 KILL ABBEY, DEANSGRANGE, BLACKROCK",53.2801339,-6.163801
"35 Saunders House, Spencer Dock  North Wall Quay, Dublin 1",,
"41 Newtown Terrace, Thomastown, Kilkenny",52.5299829,-7.15250662021784
"5 Temple View Park, Clare Hall",,
"5 Temple View park, Clarehall, Dublin 13",,
"52 Clonmore, Ballyviniter, Mallow",,
"7 CASTLEVIEW GROVE, SWORDS",53.47284499999999,-6.2358749000000016
"9 Beech Road, Woodlands, Portlaw",52.29293,-7.3167073
"Apartment 15 Dawson Court, Cross Avenue, Blackrock",,
"Coocholly, Ballyshannon, Co. Donegal.",,
"Fairfield, Lavistown, Kilkenny",,
"Glendower, Old Station Road, Portmarnock",,
"Haymarket, Carlow",,
"House 2  Dungriffin Road, Howth, County Dublin",53.3793991,-6.0639013
"Keadue, Burtonport",54.99735885,-8.4112198002471
"Kevinsfort Park, Strandhill Road, Sligo",,
"Newhill, Two-Mile-Borris, Thurles",,
"No. 11, Cartron Estate, Sligo",54.2805309,-8.471617199999999
"Raenagisheach, Kilmaley",,
"Rosebrien, Graball Bay, Crosshaven",,
"Slevoy, Foulksmills",,
"1 Bridgeview Gardens, Kilkenny",,
"1 The View, Riverbank, Drogheda",53.714670700000006,-6.38359255008606
"10 harrison cove, skerries",,
"108, Castlefield Court, Clonsilla",53.3845785,-6.4182418
"12 Roanmore Park, Waterford city",52.2519271,-7.1240509
"14 Killashee View, Naas, Kildare",53.2004096,-6.667875
"15 Foxhollow, Golf Links Road, Limerick",,
"15 Limeworth, Ballincollig",51.8831561,-8.5821918
"16 Oakdale Drive, Ballycullen, Firhouse",,
"162 Ballyspillane, Killarney",52.0606359,-9.474308095288212
"17 Annesley Park, Ranelagh, Dublin 6",53.3205178,-6.2569861
"18 Cairns Woods, Ballyviniter, Mallow",,
"18 Manor Roag, Lehenaghbeg, Togher",,
"19 OAKLANDS, CARRICK ON SUIR, COUNTY TIPPERARY",,
"2 Bellview, Glenfield, Kilmallock",,
"20 WHEATFIELD GROVE, CLONDALKIN, DUBLIN 22",,
"22 Bruach na hAbhann, Maganey, Killeen",,
"26 Lissaniska, Lahinch Road, Ennis",,
"29 Myrtle House, Longfield Road  The Coast, Baldoyle",,
"3 CASTLEFIELDS, KILKEE",,
"3 THE PARK, BRIARFIELD, CASTLETROY",,
"33 Shanavine Way, Clonmel",,
"33, St. Patrick's Estate, Ballina",,
"4 Cluain Eala, Coosan, Athlone",,
"48 Walsh Road, Drumcondra, Dublin 9",53.37381995,-6.2614217000000005
"56 Cherrywood Park, Clondalkin",53.319167500000006,-6.4142630999999986
"6 dun lia, thurles",52.6828738,-7.792574900000001
"73 COLLEGE PARK, TERENURE",,
"8 Kilberry, Navan",53.71852545,-6.69347620308653
"99 Manor Court, Knocknacarra, Galway",,
"Abbey House, 113 Upper Newcastle, Galway",,
"Apartment 18 The Gallery, Turvey Walk, Donabate",,
"Cloonaugh, Carrowbehy, Castlerea",,
"Cloonshannagh, Rooskey",,
"Farmlands, Treagh, Inniskeen.",54.027633,-6.5657728
"Hillview, Ballinderry, Mullingar",53.51489125,-7.3345504350821615
"Lawaus, Ballindine",53.6805195,-8.914418105469482
"Liberty, Ballydangan, Athlone",53.3537426,-8.07172947323629
"Lower Town, Kilbeggan",,
"Magheranure, Cootehill",54.0743752,-7.088642316273531
"No. 65 The Green, Moyglare Hall Moyglare Road, Maynooth",,
"4 Streamville Close, Donaghmeade, Dublin 13",,
"41 Cedar Park, Leixlip",53.3672077,-6.5010434838444695
"41 Powerstown Way, Clonmel",52.3624476,-7.679102799999999
"44 Bayside Walk, Sutton",53.3911247,-6.1409899
"46 The Rise, Meadowvale, Arklow",52.7864945,-6.17324608596833
"58 Castlewood Park, Little Island",,
"58 Castlewood Park, Little Island",,
"581 Woodview Cottages, Rathfarnham, Dublin 14",53.2998134,-6.2877459
"62 Watson Road, Killiney",53.26048455,-6.133501941019058
"64 The Way, Hunters Road, Clonee",,
"67 BELMAYNE PARK, NORTH BELMAYNE, BALGRIFFIN",53.4066631,-6.173678675798991
"6, GLEANN RUA, BALLYGARVAN",51.8216888,-8.462885499999999
"7 Eden Grove, Donabate",53.4928497,-6.1486768
"7 Roebuck Drive, Perrystown, Dublin 12",,
"74 Oak Road, Donnycarney, Dublin 9",53.3743679,-6.2220777
"75 Lower Beechwood Avenue, Ranelagh",,
"8  Cois Cuain, Whitegate",51.8270537,-8.225507
"8 Ash Road, Fota Rock, Carrigtwohill",,
"9 SUNDALE MEADOWS, MOUNTAINVIEW, TALLAGHT",,
"94, Greenpark Meadows, Mullingar",,
"Apartment 26, Portabello Harbour, Grove Road",,
"apt 25 block 2, The view  newtown hall, maynooth",,
"APT 8  1 GRANGE LODGE AVENUE, CLONGRIFFIN",,
"Aughine, Moydow",53.6648209,-7.783906299999999
"Brookpark, Rathcool, Mallow",,
"Dunmore Road, Tuam",53.51829100000001,-8.844729
"Gortnacornaun, Roscahill, Co. Galway",,
"Inishfail House, Fahan",,
"Knockcurra, Drangan, Thurles",,
"Monang, Abbeyside, Dungarvan",,
"NEWTOWN, ROSCOMMON",53.610553,-8.12832152186599
"No 5 An Garran, Ballyraine, Letterkenny",,
"Number 8, Florence Road, Bray",53.2034884,-6.1077716
"Number 8, Florence Road, Bray",53.2034884,-6.1077716
"Rathquarter, Sligo",54.2744544,-8.463728614364939
"Station Road, Kildare",53.1627394,-6.9091728
"The Cottage, Shantraud, Killaloe",52.80300575,-8.45021222243831
"The Lock House, Cardenton, Athy",,
"The Old Schoolhouse, Parkbridge, Clonegal",,
"Tirconnell Street, Ballyshannon",,
"12 Seven Springs, Newbridge",,
"14 Castleview Park, Malahide",53.44804885,-6.17048412119524
"14 ST. AONGHUS ROAD, TALLAGHT",,
"15 Beechdale Place, Ballycullen",,
"15 deselby lawns, blessington road",,
"15 Holywell Way, Sea Road, kilcoole",,
"15 The Paddocks, Ballybrit, Galway",53.29170625,-8.994463933987939
"19 Crestwood Avenue, Ashbourne",53.50750079999999,-6.4012107
"19 Westbrook Court, Midleton",,
"2  Chestnut Drive, Cluain Ard, Cobh",,
"2 Castlegate House, Adamstown",,
"2 Ignatius Street, Waterford",,
"2 Lana Croke, Dualla, Cashel",,
"21 Charnwood Gardens, Clonsilla",53.3858652,-6.412339599999999
"21 Maple Avenue, Castleknock",53.37875825,-6.3835728523859
"216 The Grove, Celbridge, Co. Kildare",53.3341379,-6.536590055319871
"22 Grangeview Road, Clondalkin",53.3246072,-6.4298
"23 CAISEAL UR, OLD RAHOON ROAD, GALWAY",,
"24 abbey park, killester avenue",,
"26 Sandyford Hall Park, Sandyford",53.26312335,-6.21365615494565
"27 Malton Park, Coolattin Road, Carnew",,
"27 North  Priory, Navan Road",,
"28  Temple Manor, Balllinacarrow, Co. Sligo",,
"29 Sycamore Drive, Kingswood Heights",,
"3 Elm Drive, Athlumney Woods, Navan",,
"30 Suncrest, Clarinwood, Tramore",52.1656302,-7.166288900000001
"32 Connolly Street, Arklow",,
"36 Broadford Lawns, Ballinteer, Dublin 16",,
"38 ellensborough copse, kiltipper, dublin",53.26763320000001,-6.3747578
"4 Chancery Park, Cloncollig, Tullamore",,
"Rusheenamanagh, Carna",,
"Scrine, Athleauge, Co. Roscommon",,
"The Lambe, Manor Kilbride",,
"108 Ryevale lawns, Leixlip, Co. Kildare",53.36897420000001,-6.4944302929068485
"12  Woodlawn, Brigown, Mitchelstown",,
"121 Medebawn, Long Avenue, Dundalk",,
"15 Griffith Drive, Finglas East",,
"16 Abeyvill, Clare Road, Ennis",,
"16 Landscape Gardens, Churchtown",53.29747675,-6.2588238479311
"19 Ard Michael, Ballinalee Road",,
"22 The Green Moyglare Hall, Moyglare Road, Maynooth",,
"24 Drimnagh Road, Drimnagh, Dublin 12",53.32429820000001,-6.3263736
"26 Castlemartin Close, Bettystown",,
"32 Griffeen Glen Avenue, Lucan",53.34134785,-6.43662718417212
"37  The Moorings, Skibbereen",51.5540891,-9.27508534197096
"37 Castle Court, Killiney Hill Road, Killiney",,
"39B Elm Vale Avenue, Sarsfield Road, Wilton",,
"40 Ardkill Place, Garrymore, Ballinagh",53.92386260000001,-7.4146087
"5 Shallee Drive, Cloughleigh, Ennis",,
"7 moyclare avenue, baldoyle",53.3926835,-6.126488200000002
"Annagh, Killena, Gorey",,
"Carricknamanna, Killygordan",,
"Parkview, Emly",,
"Scarteen Lower, Newmarket",52.22217105,-9.00718779121552
"Unit 55  Heathfield Park, Heathfield, Cappagh Road  Finglas",,
"109 Dowland Road, Walkinstown",53.31896525,-6.31798054524689
"11  Daneswood, Donnybrook, Douglas",,
"11 Cherryvalley Green, Rathmolyon",53.48636125,-6.8153301738494685
"11 Shrewsbury, Kilconny, Belturbet",,
"11 Sylvan Park, Letterkenny",,
"19 Rahin Road, Ballylinan, Co. Laois",52.9486346684211,-7.04314261052632
"21  Richmond Estate, Blackrock",,
"25 Markievicz Heights, Sligo",54.2561614,-8.464196699999999
"253 Bru na Gruadan, Castletroy",52.6617686,-8.57523543972042
"31 Gledswood Park, Clonskeagh, Dublin 14",53.30355875,-6.238699774087349
"4 Swangate, Athenry",,
"547 The Heron, Jacobs Island, Cork",,
"58 Palmer Park, Ballyboden, Rathfarnham",53.28070835,-6.29011197824841
"6  MORNINGTON MANOR CLOSE, MORNINGTON",,
"60 oriel Cove, clogherhead",53.79302270000001,-6.246559
"67 Pearse Road, Graiguecullen, Carlow",,
"68 Coillte Mhuirlinne, Ballybane, Galway",,
"73 Woodlands Park, Lamberton, Arklow",52.79774690000001,-6.1780082
"79 Cardinal Court, Wilton, Cork",51.8789842,-8.511583300000002
"8 DDereen Drive, Wicklow Town, Co Wicklow",,
"84 Castleland Park View, Balbriggan",53.6003865,-6.1751248
"85 The Orchards, Ballincubby, Kinsale",,
"9 Colthurst Green, Huntington Glen, Lucan",,
"99 Fountain Hill, Mell, Drogheda",53.72121429999999,-6.3697291
"Ardmelode, Miltown",,
"Ballydaly Lower, Millstreet",,
"Caherfinisker, Craughwell",,
"Carrowntarrir, Dysart, Roscommon",,
"Curragraigue, Blennerville, Tralee",52.23223285,-9.73301627040136
"Curragraigue, Blennerville, Tralee",52.23223285,-9.73301627040136
"Garravogue, Prosperous",,
"Hilltown, Buncrana",,
"Killeen, Newport",52.72251800000001,-8.431891704105169
"No 3 Walnut Close, Foxburrow, Portlaoise",53.03589,-7.2694923
"Rosenarra, Blarney Road",,
"5 CASTLE COURT, BIRR",,
"6 Clonasleigh Lane, Shankill",53.23550565,-6.12130995
"62 Ardkill Place, Ballinagh",53.92386260000001,-7.4146087
"66 Villa Park Gardens, Navan Road",,
"8 Silverview, Nenagh",,
"87 MANGERTON RAOD, DRIMNAGH",,
"9 Temple Manor Drive, Walkinstown, Dublin 12",,
"Apt 1 Linden Court, Blackrock",53.2924757,-6.19362068470876
"Ballinvarrig, Youghal",,
"Boolard, Dromina, Charleville",,
"Gortalia, Kilcar, Co. Donegal",54.6212436,-8.563413397419389
"No 8 Ros Mhuire, Crobally Upper, Tramore",,
"Shanakill, Waterford",52.04261435,-7.58529591106829
"The Lamb Manor, Manor Kilbride, Blessington",,
"Unit 406 Bridgewater Quay, Bridgewater Centre, Arklow",,
"11 Glasheen Park, Magazine Road, Cork",,
"11 Tritonville Court, Sandymount",53.3341471,-6.2210102
"122 Leargan, Ballymoneen West, Galway",53.26642560000001,-9.1217659
"17 Primrose Court, Forest Hill, Carrigaline",,
"18 Earlsfort Court, Lucan, Co. Dublin",53.34691039999999,-6.4252835
"Seikieran, Coldwood, Craughwell",,
"The Greenway, Mofel Farm Road, Cork",,
"The Mews, 11A Wyckham Park Road, Dundrum",53.28327420000001,-6.2480762
"11 CASTLE COURT, BIRR",,
"12 CASTLE COURT, BIRR",,
"122 KINGSBRY, MAYNOOTH",53.37269335,-6.59277300946006
"13  Slievemore Apartments, Dugort, Achill",,
"134 longboat quay north, sir john rogersons quay",,
"14 beaufield grove, maynooth",53.3739454,-6.599284700000001
"14 CASTLE COURT, BIRR",,
"15 spence, villas, glengear",,
"153 Beechpark, Leixlip",,
"2 Hybrasil Court, Circular Road, Galway",,
"24 Garran Na Coille, Claureen, Co Clare",52.85218355,-9.0081422
"2. tulach ard, rahardrum, virginia",,
"3 castle court, birr",,
"3 Myrtle Square, The Coast, Baldoyle",,
"34 Fan Glas, Kilmeaden",,
"35 Charnwood Heath, Clonsilla, Dublin 15",,
"4 CASTLE COURT, BIRR",,
"5 Braemor Drive, Churchtown, Co.Dublin",53.3024063,-6.263796285822308
"1 Meadow Avenue, Dundrum, Dublin 14",53.28673620000001,-6.2542186
"11 Melville Heights, Kilkenny",52.6406659,-7.233921673580049
"206 Philipsburgh Avenue, Marino, Dublin 3",53.3712573,-6.2380786
"22 Laverna Way, Castleknock, Dublin 15",53.3736655,-6.38345604891905
"23 Elton Park, Sandycove",53.28487560000001,-6.1177099
"29 Carysfort Woods, Blackrock",53.28692629999999,-6.1835144
"44 Allen Park Road, Stillorgan, County Dublin",53.2855459,-6.2017917133632015
"Aughmagree, Kilteevan",,
"Ballyeden, Ballyoughter, Gorey",,
"CARROWTRASNA, CARROWMORE LACKEN, BALLINA",,
"Cloonlaughnan, Mount Talbot",53.51922220000001,-8.26001345863193
"Killult, Falcarragh",55.1323355,-8.1297894
"Knocknaree, Windsor Hill, Glounthaune",,
"Knock, Lanesboro",,
"No. 11 Blackrock Court, Quay Road, Ballina",,
"No. 11, Charlotte Quay",,
"No. 12, Charlotte Quay",,
"No. 13, Charlotte Quay",,
"No. 18, Charlotte Quay",,
"134 Ashewood Walk, Summerhill Lane, Portlaoise",,
"1 The Haven, Mornington",,
"12 Sallymount Avenue, Ranelagh",,
"13  Oakleigh Wood, Dooradoyle, Limerick",,
"13 The Drive, Chapelstown Gate, Tullow Road",,
"15 Carriglawn, Waterpark, Carrigaline",,
"15a Moore Bay, Kilkee",,
"16 Aisling Geal, Fr. Russell Road",,
"25  Lavallin Drive, Whitechurch, Cork",,
"25 Fairway Lawns, Bettystown",,
"33 RAGIAN ROAD, BALLSBRIDGE, DUBLIN 4",,
"4 Hawthorn Court, Collooney",,
"48 KILLIANS COURT, MULLAGH",,
"49 ballynakelly green, newcastle",53.29332705,-6.49244922408656
