"SUMLEV","REGION","DIVISION","STATE","COUNTY","STNAME","CTYNAME","POPESTIMATE2020"
50,2,3,55,71,"Wisconsin","Manitowoc County",78757
50,2,3,55,73,"Wisconsin","Marathon County",135593
50,2,3,55,75,"Wisconsin","Marinette County",40262
50,2,3,55,77,"Wisconsin","Marquette County",15585
50,2,3,55,78,"Wisconsin","Menominee County",4546
50,2,3,55,79,"Wisconsin","Milwaukee County",945016
50,2,3,55,81,"Wisconsin","Monroe County",46582
50,2,3,55,83,"Wisconsin","Oconto County",38383
50,2,3,55,85,"Wisconsin","Oneida County",35751
50,2,3,55,87,"Wisconsin","Outagamie County",188766
50,2,3,55,89,"Wisconsin","Ozaukee County",90043
50,2,3,55,91,"Wisconsin","Pepin County",7271
50,2,3,55,93,"Wisconsin","Pierce County",42700
50,2,3,55,95,"Wisconsin","Polk County",43794
50,2,3,55,97,"Wisconsin","Portage County",71032
50,2,3,55,99,"Wisconsin","Price County",13245
50,2,3,55,101,"Wisconsin","Racine County",195802
50,2,3,55,103,"Wisconsin","Richland County",17258
50,2,3,55,105,"Wisconsin","Rock County",163084
50,2,3,55,107,"Wisconsin","Rusk County",14022
50,2,3,55,109,"Wisconsin","St. Croix County",91838
50,2,3,55,111,"Wisconsin","Sauk County",64449
50,2,3,55,113,"Wisconsin","Sawyer County",16700
50,2,3,55,115,"Wisconsin","Shawano County",40786
50,2,3,55,117,"Wisconsin","Sheboygan County",115240
50,2,3,55,119,"Wisconsin","Taylor County",20318
50,2,3,55,121,"Wisconsin","Trempealeau County",29681
50,2,3,55,123,"Wisconsin","Vernon County",30861
50,2,3,55,125,"Wisconsin","Vilas County",22356
50,2,3,55,127,"Wisconsin","Walworth County",103953
50,2,3,55,129,"Wisconsin","Washburn County",15712
50,2,3,55,131,"Wisconsin","Washington County",136445
50,2,3,55,133,"Wisconsin","Waukesha County",406172
50,2,3,55,135,"Wisconsin","Waupaca County",50664
50,2,3,55,137,"Wisconsin","Waushara County",24326
50,2,3,55,139,"Wisconsin","Winnebago County",171631
50,2,3,55,141,"Wisconsin","Wood County",72560
40,4,8,56,0,"Wyoming","Wyoming",582328
50,4,8,56,1,"Wyoming","Albany County",38950
50,4,8,56,3,"Wyoming","Big Horn County",11575
50,4,8,56,5,"Wyoming","Campbell County",46676
50,4,8,56,7,"Wyoming","Carbon County",14711
50,4,8,56,9,"Wyoming","Converse County",13804
50,4,8,56,11,"Wyoming","Crook County",7593
50,4,8,56,13,"Wyoming","Fremont County",39317
50,4,8,56,15,"Wyoming","Goshen County",13235
50,4,8,56,17,"Wyoming","Hot Springs County",4425
50,4,8,56,19,"Wyoming","Johnson County",8588
50,4,8,56,21,"Wyoming","Laramie County",100595
50,4,8,56,23,"Wyoming","Lincoln County",20253
50,4,8,56,25,"Wyoming","Natrona County",80815
50,4,8,56,27,"Wyoming","Niobrara County",2275
50,4,8,56,29,"Wyoming","Park County",29331
50,4,8,56,31,"Wyoming","Platte County",8578
50,4,8,56,33,"Wyoming","Sheridan County",30863
50,4,8,56,35,"Wyoming","Sublette County",9856
50,4,8,56,37,"Wyoming","Sweetwater County",42673
50,4,8,56,39,"Wyoming","Teton County",23497
50,4,8,56,41,"Wyoming","Uinta County",20215
50,4,8,56,43,"Wyoming","Washakie County",7760
50,4,8,56,45,"Wyoming","Weston County",6743
